Gene name	NCBI gene ID	KEGG Pathway and Enzyme ID
RPS27A	6233	
MPDZ	8777	
CFAP298	56683	
TMC3	342125	
SYNRG	11276	
OMG	101927057	
OMG	4974	
ARHGEF7	8874	
FBXL14	144699	
RAMP2	10266	
RHBDL1	9028	
MRPL23	107987373	
MRPL23	6150	
AC134669.1		
SNX21	90203	
KRT39	390792	
MECOM	2122	
TJP1	7082	
ESS2	8220	
FOXP1	27086	
TEX14	56155	
AWAT2	158835	
CLHC1	130162	
WNT5B	81029	
FZD3	7976	
TSSK2	23617	
OTUD6A	139562	
ASAP2	8853	
BRK1	55845	
HIRIP3	8479	
VHL	7428	
FAM219A	203259	
KRT23	25984	
OR5V1	81696	
TERT	7015	
PCDH19	57526	
IGLV2-33		
C4orf46	201725	
IGLV3-32		
DUSP15	128853	
GLYAT	10249	
AMBN	258	
PRELID3A	10650	
TNS1	7145	
ETFDH	2110	
UTP18	51096	
ACOT8	10005	
DNAJB1	3337	
SLC25A19	60386	
BCL2	596	
ATP5MGL	267020	
DUSP15	128853	04658+3.1.3.16
DUSP15	128853	04660+3.1.3.16
TBC1D3B	414060	
TBC1D3B	414059	
COX6A2	1339	
TNMD	64102	
GSC2	2928	
SHBG	6462	
HEATR5B	54497	
RAB2A	5862	
RILP	83547	
ZNF843	283933	
PTDSS1	9791	
FANCL	55120	
IRAK2	3656	
GRIA3	2892	
FBXL7	23194	
PDRG1	81572	
YPEL2	388403	
NDST2	8509	
PPID	5481	
HNRNPH3	3189	
SKA1	220134	
AC022400.6		
INO80E	283899	
RUNX1	100506403	
RUNX1	861	
GPR155	151556	
STRA6	64220	
IDH3B	3420	
ARMC5	79798	
GPR27	2850	
TECR	9524	
TTLL9	164395	
SDCCAG8	10806	
SPDYE5	442590	
CYB5R3	1727	
ITGB1BP1	9270	
RUFY2	55680	
SCN4A	6329	
ATG9A	79065	
PDP2	57546	04658+3.1.3.16
PDP2	57546	04660+3.1.3.16
PDP2	57546	
RPLP1	6176	
SEPT4	5414	
MOCS2	4338	
RAPH1	65059	
C11orf52	91894	
KMT5B	51111	00310+2.1.1.43
KMT5B	51111	
HSPB2-C11orf52		
CRYAA2	102724652	
CRYAA2	1409	
HSPB2	3316	
TRIM26	7726	
PBLD	64081	
MOCS2	4338	00790+2.8.1.12
SENP3-EIF4A1		
AKT3	10000	05165+2.7.11.1
AKT3	10000	04150+2.7.11.1
AKT3	10000	04926+2.7.11.1
AKT3	10000	04714+2.7.11.1
AKT3	10000	04151+2.7.11.1
SUFU	51684	
HS6ST1	9394	
CRYAB	1410	
PIWIL3	440822	
COPS4	51138	
VRK2	7444	
RORA	6095	
VPS36	51028	
GPR139	124274	
OR4F6	390648	
WDR46	9277	
OR4F15	390649	
SENP3	26168	
NWD2	57495	
PAFAH1B1	5048	
DPP8	54878	
ANKRD39	51239	
PROZ	8858	
C4orf19	55286	
THSD1	55901	
CPSF3	51692	
GTF2F2	2963	
KCTD4	386618	
IQCN	80726	
CRACR2B	283229	
CHD9	80205	
GLYATL2	219970	
TTC21B	79809	
RELL1	768211	
PFDN6	10471	
MARCH11	441061	
EMC7	56851	
EXTL3	2137	
CNNM3	26505	
IQSEC2	23096	
OR4F4	26682	
RAB6C	84084	
CYREN	78996	
AC011195.2		
ZSWIM8	23053	
DAPK3	1613	
PPIL1	51645	
ACOD1	730249	
FAM19A5	25817	
REPS2	9185	
ELP4	26610	
MIDN	90007	
VPS13D	55187	
APOH	350	
ANKRD23	200539	
PNPLA2	57104	00561+3.1.1.3
ATP13A2	23400	
MIS12	79003	
C6orf89	221477	
PLXNA3	55558	
BCL2L10	10017	
AGBL3	340351	
CTSC	1075	
ICAM2	3384	
VPS25	84313	
LAGE3	8270	
PRKCA	5578	
MGAT3	4248	00510+2.4.1.144
TMEM140	55281	
MGAT3	4248	
JUND	3727	
RAB30	27314	
STUB1	10273	
PRKCA	5578	04070+2.7.11.13
SEPT7	989	
ABI2	10152	
ZFHX4	79776	
DERL2	51009	
SALL4	57167	
MFAP2	4237	
POTEG	404785	
FST	10468	
C9orf152	401546	
PRR29	92340	
RGL2	5863	
SYNDIG1	79953	
PPP2R2A	5520	
HEPHL1	341208	
ADIPOR2	79602	
AC011005.1		
TRIP10	9322	
PAK3	5063	05165+2.7.11.1
PAK3	5063	04150+2.7.11.1
PAK3	5063	04926+2.7.11.1
PAK3	5063	04714+2.7.11.1
PAK3	5063	04151+2.7.11.1
CST7	8530	
RAPSN	5913	
DNASE1L3	1776	
GGTLC2	91227	00480+2.3.2.2+3.4.19.13
GGTLC2	91227	00430+2.3.2.2
GGTLC2	91227	00460+2.3.2.2
PKP4	8502	
DNAJC13	23317	
TSPAN6	7105	
MIEF1	54471	
MYLK3	91807	
ARHGAP39	80728	
OCEL1	79629	
PAIP2B	400961	
PTH2R	5746	
JMJD8	339123	
SEC13	6396	
IGLV3-27		
LPIN1	23175	00600+3.1.3.4
LPIN1	23175	00565+3.1.3.4
LPIN1	23175	00561+3.1.3.4
LPIN1	23175	00564+3.1.3.4
AL022312.1		
NUTM2E	283008	
SDC2	6383	
COL27A1	85301	
SLFN14	342618	
PHKA1	5255	
LRRC4C	57689	
LPIN1	23175	
RREB1	6239	
CD151	977	
CACNG5	27091	
TTLL11	158135	
CACNG4	27092	
ENHO	375704	
FTH1	2495	
PRCP	5547	
CACNG1	786	
CTAGE6	340307	
POLR2L	5441	
SLC25A20	788	
MGAM	8972	
VPS54	51542	
GOLGA8J	653073	
PLCG2	5336	00562+3.1.4.11
PLCG2	5336	04070+3.1.4.11
ADAM18	8749	
C15orf48	84419	
IGBP1	3476	
MYO3A	53904	05165+2.7.11.1
MYO3A	53904	04150+2.7.11.1
MYO3A	53904	04926+2.7.11.1
MYO3A	53904	04714+2.7.11.1
MYO3A	53904	04151+2.7.11.1
PQLC2L	152078	
SMNDC1	10285	
GK5	256356	00561+2.7.1.30
MYO3A	53904	
SLC30A4	7782	
GLYATL1	92292	
DDIAS	220042	
COPS6	10980	
PPIP5K1	9677	04070+2.7.4.24+2.7.4.21
GHRL	51738	
GAPT	202309	
PAK1	5058	05165+2.7.11.1
PAK1	5058	04150+2.7.11.1
PAK1	5058	04926+2.7.11.1
PAK1	5058	04714+2.7.11.1
PAK1	5058	04151+2.7.11.1
PGBD4	161779	
GK5	256356	
PKNOX1	5316	
PAK1	5058	
BEST1	7439	
KCNJ2	3759	
SSBP2	23635	
SULF1	23213	
FOXN1	8456	
GPX1	2876	
NUP54	53371	
LRSAM1	90678	
TPM4	7171	
CYBRD1	79901	
ECD	11319	
KRT40	125115	
SGSM1	129049	
TATDN2	9797	
IQCE	23288	
SGK494	124923	
MRPL15	29088	
SYTL4	94121	
RAB3C	115827	
AC022384.1		
GSTCD	79807	
SYNGAP1	8831	
SLC9A5	6553	
CHPF2	54480	
PPIP5K1	9677	
MYLK4	340156	
PLCG2	5336	
SOX17	64321	
HDAC5	10014	
RAB22A	57403	
SRPX2	27286	
ROBO1	6091	
OSER1	51526	
SOX9	6662	
RRP12	23223	
POTEF	728378	
TSPAN33	340348	
SLC13A2	9058	
MEX3B	84206	
PGM2	55276	00520+5.4.2.10
NFIC	4782	
PGM2	55276	
DMRTC1B	728656	
ZSWIM3	140831	
MBNL1	4154	
ZSWIM1	90204	
SMARCD3	6604	
FAM236D	105373251	
ELFN2	114794	
LAMA1	284217	
ANKRD1	27063	
FAM236B	100132304	
CROT	54677	
COA3	28958	
C11orf24	53838	
ARHGEF38	54848	
SLC35G5	83650	
JAML	120425	
ATF4	468	
PLCB4	5332	00562+3.1.4.11
PLCB4	5332	04070+3.1.4.11
FHOD1	29109	
PIGS	94005	
SPATA25	128497	
C11orf16	56673	
METTL2A	339175	
NPNT	255743	
CSGALNACT1	55790	
WNK4	65266	05165+2.7.11.1
WNK4	65266	04150+2.7.11.1
WNK4	65266	04926+2.7.11.1
WNK4	65266	04714+2.7.11.1
WNK4	65266	04151+2.7.11.1
NCOA1	8648	
CAMK2B	816	
JCHAIN	3512	
WNK4	65266	
AL662899.1		
NDUFS4	4724	
ZBTB9	221504	
FADS6	283985	
ENAM	10117	
MYT1L	23040	
NDUFA8	4702	
PLEKHB2	55041	
TPT1	7178	
REXO1	57455	
PDLIM5	10611	
EEF2	1938	
MLLT1	4298	
AGTPBP1	23287	
LSM4	25804	
TRIM8	81603	
PIPOX	51268	00260+1.5.3.1
PIPOX	51268	
DGKB	1607	00561+2.7.1.107
DGKB	1607	04070+2.7.1.107
DGKB	1607	00564+2.7.1.107
NELFA	7469	
PI16	221476	
PRR15	222171	
AC010542.3		
CNGB1	1258	
CAMLG	819	
IKZF3	22806	
BEAN1	146227	
AKIP1	56672	
SLC27A6	28965	
COL14A1	7373	
EMID1	129080	
POTEE	445582	
VSIG10L2		
CSNK2A1	1457	
PGPEP1	54858	
NUDT13	25961	00760+3.6.1.22
ABCB11	8647	
DCTN5	84516	
ABHD6	57406	
SLC25A30	253512	
TK2	7084	
NHS	4810	
NUDT13	25961	
GDF15	9518	
SPAG5	10615	
CPLANE1	65250	
ZNF706	51123	
PHF12	57649	
TGFB1I1	7041	
GRM7	2917	
CTSA	5476	
ORM1	5004	
FAM167A	83648	
CDNF	441549	
AC005726.1		
PROSER2	254427	
CASC3	22794	
RNF13	11342	
ITM2B	9445	
ORM2	5005	
PDXDC1	102724985	
PDXDC1	23042	
FAM149B1	317662	
PDGFD	80310	
CTIF	9811	
DDI1	414301	
CDON	50937	
DDX46	9879	
RPP14	11102	
UNC119	9094	
DNAJC9	23234	
A1CF	29974	
CBWD6	644019	
ANKUB1	389161	
MKRN1	23608	
HTD2	109703458	
HSPA14	51182	
FBN2	2201	
PFN2	5217	
CPQ	10404	
C5orf24	134553	
CFAP70	118491	
CHD7	55636	
THOC2	57187	
SERPINA6	866	
PLIN2	123	
INTS12	57117	
ASAH2B	653308	00600+3.5.1.23
LRRC25	126364	
MICAL2	84953	
MICAL2	9645	
MORN5	254956	
ASAH2B	653308	
SEZ6	124925	
NPIPB13	613037	
RSRC1	51319	
DAPL1	92196	
TXNDC15	79770	
MGAM2	93432	
APMAP	57136	
PSME3	10197	
INTS10	55174	
MRPS16	51021	
KCTD5	54442	
IGLV3-25		
KLF16	83855	
WDR17	116966	
IGLV2-23		
METTL4	64863	
IGLV3-22		
IGLV3-21		
DGAT2L6	347516	
IGLV3-19		
PRY	9081	
IGLV2-18		
SMO	6608	
IGLV3-16		
IGLV2-14		
IGLV3-12		
CDC42EP5	148170	
GP2	2813	
SF3B1	23451	
SERPINA2	390502	
FAM174A	345757	
AUTS2	26053	
FOXD4L6	653404	
NPBWR2	2832	
ISG20	3669	
KRTAP3-3	85293	
SHOX2	6474	
MYT1	4661	
KRTAP3-2	83897	
AC010646.1		
KIAA0100	9703	
KRTAP3-1	83896	
KRTAP1-5	83895	
KRTAP1-4	728255	
GDAP1L1	78997	
KRTAP1-3	81850	
TGFBR1	7046	
PTGIS	5740	00590+5.3.99.4
CLPTM1L	81037	
RRN3	54700	
PCGF5	84333	
TANC1	85461	
CCL4L2	388372	
SGCG	6445	
GAK	2580	
HECTD2	143279	
DLG1	1739	00230+2.7.4.8
CASP12	100506742	
OSBPL1A	114876	
CNTD1	124817	
FGL1	2267	
ACSS1	84532	00640+6.2.1.1
ACSS1	84532	00010+6.2.1.1
ACSS1	84532	00680+6.2.1.1
ACSS1	84532	00620+6.2.1.1
ACSS1	84532	00720+6.2.1.1
DLG1	1739	
MAP7D3	79649	
NTAN1	123803	
WRNIP1	56897	
ARIH2OS	646450	
TFAP2A	7020	
MBD1	4152	
CCDC74B	91409	
PPIAL4F	728945	
ABHD17A	81926	
SLC25A1	6576	
SCML1	6322	
TCF7L1	83439	
LY6E	4061	
BECN1	8678	
FAM129B	64855	
PLTP	5360	
KDSR	2531	
SNX10	29887	
RUSC2	9853	
NFX1	4799	
ARIH2	10425	
ABCB4	5244	
NEURL2	140825	
MIOS	54468	
KATNBL1	79768	
RP1	107984125	00380+1.11.1.6
RP1	6101	00380+1.11.1.6
RP1	107984125	00630+1.11.1.6
RP1	6101	00630+1.11.1.6
VAMP3	9341	
RP1	107984125	
RP1	6101	
RPS19BP1	91582	
NRG1	3084	
FAM166B	730112	
IGLV2-11		
IGLV3-10		
FAM45A	404636	
ZNF251	90987	
LRFN4	78999	
GPR75	10936	
RAPGEFL1	51195	
SERPINB1	1992	
ST8SIA4	7903	
ZAN	7455	
ASXL3	80816	
PC	5091	
RPP21	202658	
RPP21	79897	
RIBC1	158787	
AGMO	392636	
ASB3	51130	
UBASH3A	53347	
CABYR	26256	
BABAM1	29086	
PELI1	57162	
MSX1	4487	
TCTA	6988	
CFAP44	55779	
MEOX2	4223	
TRIM39	56658	
AC010463.1		
KRTAP1-1	81851	
ATP2B3	492	
NR2F6	2063	
PC	5091	00020+6.4.1.1
PC	5091	00720+6.4.1.1
PC	5091	00620+6.4.1.1
SMC1A	8243	
POU4F2	5458	
GRHL2	79977	
GRK1	6011	
PER3	8863	
LPL	4023	
TMEM255B	348013	
RHOA	387	
BIN1	274	
CECR2	27443	
ALDOC	230	00680+4.1.2.13
ALDOC	230	00051+4.1.2.13
ALDOC	230	00030+4.1.2.13
ALDOC	230	00010+4.1.2.13
ALDOC	230	00710+4.1.2.13
EIF2AK2	5610	05165+2.7.11.1
EIF2AK2	5610	04150+2.7.11.1
EIF2AK2	5610	04926+2.7.11.1
EIF2AK2	5610	04714+2.7.11.1
EIF2AK2	5610	04151+2.7.11.1
EIF2AK2	5610	04660+2.7.10.2
EIF2AK2	5610	
UGT2B15	7366	
HEATR9	256957	
RPS17	6218	
CCNL2	81669	
LAIR2	3904	
BRI3	25798	
SPICE1	152185	
ANKRD36C	400986	
ANKLE1	126549	
PDZD4	57595	
C17orf50	146853	
ZNF445	353274	
RPS21	6227	
AC112128.1		
BAIAP2L1	55971	
C2orf49	79074	
ERLEC1	27248	
NLRP1	728392	
NLRP1	22861	
BOC	91653	
ZNF852	285346	
GPATCH11	253635	
TTC3	7267	
GLYATL1B	100287520	
GPR75-ASB3	100302652	
HRAS	3265	
C1GALT1C1L	728819	
TEPP	374739	
ABI3BP	25890	
CHAC2	494143	00480+4.3.2.7
TLK2	11011	05165+2.7.11.1
TLK2	11011	04150+2.7.11.1
TLK2	11011	04926+2.7.11.1
TLK2	11011	04714+2.7.11.1
TLK2	11011	04151+2.7.11.1
UTS2	10911	
MFNG	4242	00514+2.4.1.222
IGLV3-9		
TTC29	83894	
MFNG	4242	
IGLV2-8		
DNAJB8	165721	
FAM111B	374393	
FEM1A	55527	
IGLV4-3		
HNRNPA3	220988	
NDUFAF3	25915	
FITM2	128486	
ADGRA3	166647	
SPATA4	132851	
R3HDML	140902	
ZNF319	57567	
B4GAT1	11041	
PLEKHH2	130271	
ZNF34	80778	
EWSR1	2130	
USHBP1	83878	
NT5M	56953	
TMEM230	29058	
TLK2	11011	
DHRS3	9249	
CABLES2	81928	
TRIM39-RPP21	202658	
CD2BP2	10421	
P4HTM	54681	
TAF15	8148	
AADACL4	343066	
SLCO4C1	353189	
SERPINA1	5265	
USB1	79650	
FAM111A	63901	
BNIP3L	665	
TCAF1	9747	
AP4E1	23431	
PTBP1	5725	
SLC27A3	11000	
CPEB1	64506	
OR2F2	135948	
TBC1D3I	102724862	
OR2F1	26211	
ERN2	10595	05165+2.7.11.1
ERN2	10595	04150+2.7.11.1
ERN2	10595	04926+2.7.11.1
ERN2	10595	04714+2.7.11.1
ERN2	10595	04151+2.7.11.1
PNMA2	10687	
OR6B1	135946	
DALRD3	55152	
MC5R	4161	
ERN2	10595	
RASL10B	91608	
CYTL1	54360	
OR52D1	390066	
USH1G	124590	
OR51B4	79339	
OR52E8	390079	
AC010724.2		
WDSUB1	151525	
DNA2	1763	
KRTAP2-1	81872	
ATP8A1	10396	
AC037482.2	728279	
ZNF622	90441	
OR51B2	79345	
OR51I2	390064	
KRTAP2-3	730755	
SERPINB9	5272	
KRTAP2-4	85294	
OR51B6	390058	
AC037482.3	100996750	
KRTAP4-8	728224	
TICAM1	148022	
NDC80	10403	
CSTF2	1478	
KRTAP4-16		
KRTAP4-9	100132386	
WT1	7490	
NEO1	4756	
AWAT1	158833	
EFL1	79631	
CALCR	799	
ZCCHC7	84186	
A4GALT	53947	
PLK1	5347	
P2RY4	5030	
UTP3	57050	
LGALSL	29094	
VSX1	30813	
CNTFR	1271	
TESK1	7016	
ASB5	140458	
CACNB2	783	
IGLV3-1		
GPHA2	170589	
IGLJ1		
RUFY3	22902	
RBBP8NL	140893	
IGLL5	100423062	
ATIC	471	00670+2.1.2.3
ATIC	471	00230+3.5.4.10+2.1.2.3
ATIC	471	
PPP2R5B	5526	
IGLC1		
SACS	26278	
DPYSL2	1808	
ARSA	410	
RAI14	26064	
RAI2	10742	
ACER1	125981	
TC2N	123036	
PLAC8	51316	
INTS3	65123	
CD72	971	
TRIM5	85363	
SPCS3	60559	
CATSPERB	79820	
LHX6	26468	
AADACL3	126767	
PRSS58	136541	
AHCYL2	23382	00270+3.3.1.1
CA10	56934	
C1orf158	93190	
WDR6	11180	
NSUN6	221078	
OR2A5	393046	
OR2A25	392138	
AP2B1	163	
PLIN3	10226	
ALG2	85365	
GOLGA8T	653125	
GOLGA8T	653075	
OR2A12	346525	
ALG2	85365	00513+2.4.1.257+2.4.1.132
ALG2	85365	00510+2.4.1.257+2.4.1.132
OR2A2	442361	
TMEM211	255349	
SEC61B	10952	
XKR7	343702	
XKR4	114786	
NRAP	4892	
NPTX2	4885	
RASSF7	8045	
RUFY4	285180	
TXN	7295	
RHBDD3	25807	
CCM2L	140706	
TRIM22	10346	
SCN1A	6323	
LRP5	4041	
OR2A14	135941	
ISOC1	51015	
AL121753.1		
OR52H1	390067	
SLC29A2	3177	
CHRNA1	1134	
OR52E6	390078	
OR51I1	390063	
CLNS1A	1207	
VAPB	9217	
PROCR	10544	
C4orf45	152940	
DHX30	22907	
LRRC56	115399	
HABP2	3026	
CTAGE4	100128553	
EIF6	3692	
KIAA1671	85379	
OR51B5	282763	
FBXW7	55294	
XRN1	54464	
FAM236A	100129407	
GRM5	2915	
OR56B1	387748	
FAM236C	109729126	
OR52E5	390082	
OR52N4	390072	
AKNA	80709	
FAM169B	283777	
LMNTD2	256329	
FNIP2	57600	
OR51Q1	390061	
OR52B6	340980	
DMRTC1	63947	
ASCL3	56676	
HBG2	3048	
VBP1	7411	
SLCO6A1	133482	
SPIRE1	56907	
MED9	55090	
OR52N2	390077	
TRIB2	28951	
FBH1	84893	
UBL4A	8266	
MTMR2	8898	
RASD1	51655	
PAX6	5080	
TXNDC8	255220	
ANK2	287	
RTN4RL2	349667	
OR2A1	346528	
OR2A7	401427	
ARHGEF35	445328	
AQP11	282679	
DHX36	170506	
ARR3	407	
DUSP5	1847	04658+3.1.3.16
DUSP5	1847	04660+3.1.3.16
ARHGEF5	7984	
ENDOV	284131	
SRM	6723	00270+2.5.1.16
SRM	6723	00410+2.5.1.16
SRM	6723	00480+2.5.1.16
SRM	6723	00330+2.5.1.16
ZNF500	26048	
SRM	6723	
ADAM2	2515	
ITGB5	3693	
CHRFAM7A	89832	
BRD1	23774	
EEPD1	80820	
WIPF1	7456	
VPS4B	9525	
TTC12	54970	
RAP1GAP	5909	
TNFRSF9	3604	
KRTAP4-11	653240	
ZNF707	101928160	
ZNF707	286075	
MMP24OS	101410538	
B4GALT5	9334	
CRYBB3	1417	
C4orf48	401115	
TRIM6	117854	
KRTAP4-12	83755	
PABPC1L2B	645974	
MMP24	10893	
SDR42E1	93517	
C17orf53	78995	
BUB1	699	
HSD17B10	3028	
APCDD1L	164284	
OTOP2	92736	
CTAGE8	100142659	
SLC7A5	8140	
PABPC1L2A	340529	
ARRDC5	645432	
SLC10A3	8273	
NAP1L2	4674	
OR11H2	79334	
RBM26	64062	
NR4A3	8013	
ARL15	54622	
INSYN2	642938	
NDUFB2	4708	
PSMG2	56984	
TMA7	51372	
GPD1L	23171	00564+1.1.1.94
OR2A42	402317	
OR4M1	441670	
OR4Q3	441669	
PACSIN2	11252	
CCDC51	79714	
OR4N2	390429	
OR52E4	390081	
GPD1L	23171	00564+1.1.1.8
SLC15A1	6564	
GPD1L	23171	
MINAR2	100127206	
AC104389.5		
GATA2	2624	
UBQLNL	143630	
OR52N1	79473	
OR52N5	390075	
CHSY3	337876	
GAREM2	150946	
STAT3	6774	
TMEM130	222865	
IL15RA	3601	
DDX60L	91351	
MMP28	79148	
CCDC166	100130274	
CEP76	79959	
ADAMTS19	171019	
API5	8539	
TRIM34	53840	
STRIP2	57464	
CARD10	29775	
ADCK2	90956	
SMKR1	100287482	
PLEKHG4B	153478	
CBR4	84869	
HSD17B2	3294	
BAK1	578	
ACAN	176	
DOCK1	1793	
TRIM6-TRIM34	445372	
RFX3	5991	
TMEM68	137695	
AC104389.4		
GAS2L2	246176	
EDNRA	1909	
WDR91	29062	
NLGN3	54413	
PAFAH1B2	5049	
ADAMTS1	9510	
HBG1	3047	
PEX12	5193	
HBE1	3046	
OR4K3	283617	
SLC43A1	8501	
ARHGEF26	26084	
VEGFC	7424	
OR4K2	390431	
AC107959.5		
UBQLN3	50613	
RETREG1	54463	
RBM18	92400	
OR51M1	390059	
MC2R	4158	
TNFRSF10C	8794	
DENND4C	55667	
HELZ	9931	
TBC1D10A	83874	
DENND2A	27147	
SCGB1C2	653486	
ZBED4	9889	
INTS9	55756	
CDX4	1046	
ANKS3	124401	
ZNF638	27332	
LRRN1	57633	
DOC2B	8447	
P2RY1	5028	
SFXN4	119559	
TBC1D1	23216	
NCALD	83988	
TGS1	96764	
RNF213	57674	
SH3TC1	54436	
AC004997.1		
PALLD	23022	
TBC1D10B	26000	
MRRF	92399	
C16orf71	146562	
UPF2	26019	
IFI6	2537	
CDH16	1014	
PARK7	11315	
UGT2B10	7365	
GPAT2	150763	00564+2.3.1.15
GPAT2	150763	00561+2.3.1.15
CASTOR1	652968	
TTC17	55761	
HS6ST2	90161	
LONP2	83752	
MAJIN	283129	
CD7	924	
MYO5C	55930	
CXCR2	3579	
RCN1	5954	
SUMF1	100130207	
SUMF1	285362	
NAA35	60560	
RPN1	6184	
DZANK1	55184	
AL035078.4		
SIAH1	6477	
DHRS9	10170	
ARFGAP3	26286	
SH2D3A	10045	
DBF4B	80174	
ARL3	403	
PDCD5	9141	
SETMAR	6419	00310+2.1.1.43
JPT2	90861	
SETMAR	6419	
COQ10B	80219	
RAB41	347517	
UMOD	7369	
SDHB	6390	00650+1.3.5.1
SDHB	6390	00720+1.3.5.1
SDHB	6390	00020+1.3.5.1
SDHB	6390	00190+1.3.5.1
SCN9A	6335	
RAP2B	5912	
UMAD1	729852	
GALNT17	64409	
HSPB3	8988	
GBE1	2632	00500+2.4.1.18
AL031708.1		
CXCR1	3577	
SKAP2	8935	
LRRC14B	389257	
RAB39B	116442	
CLVS1	157807	
HIP1	3092	
PTTG2	10744	
GRB2	2885	
SAXO2	283726	
KRTAP29-1	100533177	
COQ2	27235	
AC209539.2	100507608	
FADD	8772	
RPS23	6228	
WIPF3	644150	
LAMP5	24141	
RPA3	6119	
NAT8L	339983	
KRTAP9-4	85280	
KRTAP9-9	81870	
KRTAP9-3	83900	
KRTAP9-2	83899	
CLIC2	1193	
ASB16	92591	
FAM90A1	55138	
BRAF	673	
TFPI2	7980	
MLF1	4291	
CRAMP1	57585	
GLCCI1	113263	
ZNF519	162655	
ATG10	83734	
STX17	55014	
CCDC127	133957	
PADI2	11240	
TMEM9B	56674	
GNB5	10681	
GNGT1	2792	
POLR3F	10621	
IGF1R	3480	
MTCH1	23787	
SLC5A10	125206	
EBF4	57593	
SMIM24	284422	
CCNQ	92002	
LYRM7	90624	
ERRFI1	54206	
PRAMEF12	390999	
AC005551.1		
ABCC11	85320	
GJB1	2705	
ACTRT3	84517	
CRYBB2	1415	
PGPEP1L	145814	
PXK	54899	
HINT1	3094	
KRTAP9-7	100505724	
FGF10	2255	
PRAMEF1	65121	
LRRC30	339291	
UGT2A3	79799	
KRTAP9-6	100507608	
MPHOSPH6	10200	
ST3GAL2	6483	
SYNM	23336	
SFTPD	6441	
RSF1	51773	
KCNH8	131096	
GRAP	10750	
FBXW4	6468	
NUP155	9631	
PRAMEF11	440560	
TRBV2		
CSNK1A1L	122011	
CD28	940	
UBA5	79876	
HAUS3	79441	
FAM83G	644815	
ISL2	64843	
ISYNA1	51477	
PLCXD1	55344	
PRSS27	83886	
CCDC73	493860	
PADI1	29943	
B3GALT5	10317	
GOLGA8R	101059918	
PQBP1	10084	
CUL4A	8451	
CALN1	83698	
MUC13	56667	
ACKR4	51554	
DHX40	79665	
BPY2	9083	
EIF3M	10480	
TNFRSF10D	8793	
POLN	353497	00240+2.7.7.7
POLN	353497	00230+2.7.7.7
NPHP3-ACAD11		
DNAJA4	55466	
GTPBP6	8225	
NRF1	4899	
HSH2D	84941	
TMEM184C	55751	
CRELD2	79174	
ADAMTS5	11096	
ISYNA1	51477	00562+5.5.1.4
ISYNA1	51477	00521+5.5.1.4
RAB7A	7879	
PRMT9	90826	
HEG1	57493	
FAM76A	199870	
NPS	594857	
WDR61	80349	
AP000944.2		
CDC42EP2	10435	
NPAS4	266743	
ZBTB10	65986	
BLOC1S6	26258	
CARS	833	00970+6.1.1.16
FHL2	2274	
RAB8A	4218	
ARPC2	10109	
HNRNPCL1	343069	
TRBV3-1		
APBA1	320	
ACAD11	84129	
UHRF1	29128	
PRAMEF2	65122	
TRBV4-1		
TNFRSF10A	8797	
SSBP4	170463	
POLA2	23649	
CARS	833	
CAVIN1	284119	
WAC	51322	
PRAMEF4	400735	
CPNE3	8895	
FGF8	2253	
PRAMEF7	441871	
CLUH	23277	
CNGB3	54714	
NDFIP2	54602	
VPS13C	54832	
CDC42SE2	56990	
PRAMEF6	440561	
TNFRSF19	55504	
NPHP3	27031	
ALG12	79087	
PRAMEF10	343071	
TIMM17B	10245	
SLC25A18	83733	
TRBV5-1		
TRBV6-1		
TRBV7-1		
TRBV4-2		
TRBV6-2		
NEIL3	55247	
STIP1	10963	
AC234635.3		
UBE2Q2L	100505679	
CHIC1	53344	
ADGRG4	139378	
PRAMEF27	101929983	
H2AFB2	474381	
NOBOX	135935	
AC234635.1		
TRBV7-2		
F8A2	474383	
PTRH2	51651	
CKAP2	26586	
HNRNPCL3	649330	
F8A3	474384	
TIMM10	26519	
POTEB3	102724631	
ANKRD27	84079	
PCM1	5108	
CASP4	837	
NUDCD3	23386	
PCNA	5111	
RGS9BP	388531	
TRBV6-4		
PADI3	51702	
TRBV7-3		
PCBD2	84105	00790+4.2.1.96
CYP19A1	1588	
PCBD2	84105	
ARRB2	409	
LPIN3	64900	00600+3.1.3.4
LPIN3	64900	00565+3.1.3.4
LPIN3	64900	00561+3.1.3.4
LPIN3	64900	00564+3.1.3.4
PRPF8	10594	
HNF4A	3172	
METTL9	51108	
SEMA4C	54910	
HAPLN3	145864	
ADAT3	113179	
AL096870.1		
CATSPER3	347732	
TNFAIP8L3	388121	
SQOR	58472	
EMILIN3	90187	
UQCC2	84300	
SFTPB	6439	
RPH3AL	9501	
IGSF6	10261	
AC090527.2		
H2AFB3	83740	
USP9X	8239	
SLC9A8	23315	
PCID2	55795	
AL844853.2		
AGA	175	
PPP1R3C	5507	
SMTNL1	219537	
TGOLN2	10618	
WDR86	349136	
NOX1	27035	
ISPD	729920	00900+2.7.7.60
TMLHE	55217	00310+1.14.11.8
SFXN2	118980	
WIPF2	147179	
EFNB3	1949	
CLTC	1213	
ZDHHC24	254359	
GATA5	140628	
SCAMP4	113178	
CMTM8	152189	
BDH1	622	
PTPRM	5797	
CD47	961	
AC171558.5		
CDAN1	146059	
AC171558.6		
DTX4	23220	
CMTM6	54918	
TTYH3	80727	
DOCK4	9732	
